,Start Time
1810,2022-07-03 19:39:24
1811,2022-07-02 22:28:13
1812,2022-07-02 21:45:29
1813,2022-07-02 21:24:15
1814,2022-07-02 16:41:27
1815,2022-07-02 16:27:34
1816,2022-07-01 19:47:58
1817,2022-07-01 19:26:57
1818,2022-07-01 19:05:36
1819,2022-07-01 19:05:18
1820,2022-07-01 19:05:05
1821,2022-07-01 13:55:40
1822,2022-06-30 19:29:25
1823,2022-06-30 19:08:07
1824,2022-06-30 18:53:07
1825,2022-06-29 19:42:40
1826,2022-06-29 19:21:31
1827,2022-06-29 19:00:21
1828,2022-06-29 18:55:26
1829,2022-06-29 13:51:14
1830,2022-06-29 13:29:35
1831,2022-06-29 13:08:27
1832,2022-06-29 12:46:49
1833,2022-06-29 12:23:06
1834,2022-06-29 12:02:26
1835,2022-06-29 09:25:07
1836,2022-06-29 09:04:44
1837,2022-06-29 09:03:37
1838,2022-06-29 06:02:25
1839,2022-06-28 22:43:57
1840,2022-06-28 22:20:49
1841,2022-06-28 20:29:37
1842,2022-06-28 20:08:17
1843,2022-06-28 19:46:37
1844,2022-06-28 19:33:23
1845,2022-06-28 19:02:50
1846,2022-06-28 18:54:50
1847,2022-06-28 14:45:26
1848,2022-06-28 14:36:10
1849,2022-06-28 10:18:27
1850,2022-06-27 20:57:21
1851,2022-06-27 20:36:11
1852,2022-06-27 20:14:24
1853,2022-06-27 19:51:42
1854,2022-06-27 19:49:02
1855,2022-06-27 15:28:10
1856,2022-06-27 15:07:18
1857,2022-06-27 14:46:29
1858,2022-06-27 14:25:26
1859,2022-06-27 14:03:19
1860,2022-06-27 13:46:04
1861,2022-06-27 08:49:39
1862,2022-06-27 08:36:22
1863,2022-06-27 07:46:15
1864,2022-06-27 07:21:11
1865,2022-06-27 07:19:15
1866,2022-06-23 18:28:37
1867,2022-06-23 18:07:11
1868,2022-06-23 17:46:27
1869,2022-06-23 17:24:04
1870,2022-06-23 17:02:14
1871,2022-06-23 09:14:52
1872,2022-06-23 08:54:09
1873,2022-06-23 08:31:21
1874,2022-06-23 08:09:49
1875,2022-06-22 21:00:50
1876,2022-06-22 20:40:13
1877,2022-06-22 20:19:31
1878,2022-06-22 20:17:09
1879,2022-06-22 20:13:36
1880,2022-06-22 19:50:10
1881,2022-06-21 21:51:08
1882,2022-06-21 05:22:31
1883,2022-06-20 20:57:05
1884,2022-06-20 20:35:45
1885,2022-06-20 18:22:21
1886,2022-06-19 12:48:15
1887,2022-06-19 12:29:57
1888,2022-06-19 10:22:18
1889,2022-06-19 09:32:40
1890,2022-06-19 09:31:18
1891,2022-06-19 09:12:46
1892,2022-06-19 08:34:45
1893,2022-06-19 08:34:38
1894,2022-06-19 07:56:24
1895,2022-06-19 07:33:32
1896,2022-06-19 05:36:10
1897,2022-06-18 18:54:48
1898,2022-06-18 18:33:38
1899,2022-06-18 18:11:23
1900,2022-06-18 18:00:32
1901,2022-06-17 11:05:03
1902,2022-06-17 10:02:16
1903,2022-06-17 10:02:00
1904,2022-06-17 09:18:50
1905,2022-06-17 09:13:52
1906,2022-06-17 09:12:38
1907,2022-06-16 18:50:09
1908,2022-06-16 18:28:33
1909,2022-06-16 18:07:22
1910,2022-06-16 17:43:51
1911,2022-06-16 17:22:32
1912,2022-06-16 07:43:15
1913,2022-06-16 07:20:16
1914,2022-06-15 19:30:53
1915,2022-06-15 19:09:16
1916,2022-06-15 18:54:23
1917,2022-06-14 17:36:49
1918,2022-06-14 17:18:06
1919,2022-06-14 12:31:58
1920,2022-06-14 12:10:42
1921,2022-06-14 11:47:27
1922,2022-06-14 11:26:14
1923,2022-06-14 11:23:37
1924,2022-06-14 11:16:45
1925,2022-06-14 11:16:27
1926,2022-06-14 11:10:59
1927,2022-06-13 19:08:58
1928,2022-06-13 18:47:13
1929,2022-06-13 15:56:32
1930,2022-06-13 15:41:53
1931,2022-06-13 13:31:02
1932,2022-06-13 13:08:47
1933,2022-06-13 12:47:34
1934,2022-06-13 12:21:59
1935,2022-06-13 12:21:48
1936,2022-06-13 07:30:47
1937,2022-06-13 07:29:39
1938,2022-06-12 20:48:15
1939,2022-06-12 20:27:08
1940,2022-06-12 20:05:02
1941,2022-06-12 19:23:45
1942,2022-06-12 19:23:36
1943,2022-06-12 19:23:28
1944,2022-06-12 08:08:38
1945,2022-06-12 08:02:16
1946,2022-06-11 15:13:51
1947,2022-06-11 10:12:42
1948,2022-06-11 09:29:54
1949,2022-06-11 09:29:37
1950,2022-06-10 17:32:10
1951,2022-06-10 17:31:42
1952,2022-06-10 17:31:03
1953,2022-06-10 17:30:31
1954,2022-06-10 17:30:16
1955,2022-06-10 17:30:01
1956,2022-06-10 11:42:26
1957,2022-06-10 11:27:32
1958,2022-06-10 08:00:09
1959,2022-06-10 08:00:00
1960,2022-06-10 07:16:33
1961,2022-06-10 07:08:26
1962,2022-06-09 19:45:09
1963,2022-06-08 18:14:50
1964,2022-06-08 18:12:19
1965,2022-06-08 18:10:17
1966,2022-06-08 18:05:38
1967,2022-06-08 17:45:20
1968,2022-06-08 17:45:13
1969,2022-06-08 17:44:39
1970,2022-06-08 17:28:08
1971,2022-06-08 17:25:11
1972,2022-06-08 17:24:44
1973,2022-06-08 13:02:34
1974,2022-06-07 20:26:38
1975,2022-06-07 20:06:12
1976,2022-06-07 19:44:15
1977,2022-06-07 19:43:27
1978,2022-06-07 09:42:56
1979,2022-06-07 09:36:09
1980,2022-06-06 19:42:08
1981,2022-06-06 19:21:06
1982,2022-06-06 19:00:47
1983,2022-06-06 18:46:19
1984,2022-06-06 18:26:31
1985,2022-06-06 18:26:01
1986,2022-06-05 18:26:06
1987,2022-06-05 18:04:47
1988,2022-06-05 17:44:38
1989,2022-06-05 17:32:29
1990,2022-06-05 17:02:42
1991,2022-06-05 17:02:10
1992,2022-06-05 10:50:06
1993,2022-06-05 10:37:57
1994,2022-06-05 10:28:44
1995,2022-06-05 10:24:28
1996,2022-06-05 07:50:17
1997,2022-06-05 07:32:04
1998,2022-06-04 19:47:35
1999,2022-06-04 19:47:24
2000,2022-06-04 19:47:02
2001,2022-06-04 19:44:09
2002,2022-06-04 15:05:21
2003,2022-06-04 14:43:40
2004,2022-06-04 14:43:18
2005,2022-06-03 19:28:17
2006,2022-06-03 19:21:54
2007,2022-06-03 18:56:34
2008,2022-06-03 12:11:15
2009,2022-06-03 12:11:07
2010,2022-06-03 11:59:47
2011,2022-06-03 11:02:57
2012,2022-06-03 10:34:43
2013,2022-06-03 09:39:26
2014,2022-06-03 09:28:15
2015,2022-06-02 22:10:31
2016,2022-06-02 22:09:00
2017,2022-06-02 21:47:51
2018,2022-06-02 21:44:18
2019,2022-06-02 16:33:45
2020,2022-06-02 16:33:33
2021,2022-06-02 16:31:51
2022,2022-06-01 21:52:32
2023,2022-06-01 21:31:17
2024,2022-06-01 21:10:05
2025,2022-06-01 20:48:51
2026,2022-06-01 20:47:25
2027,2022-06-01 19:42:14
2028,2022-06-01 18:13:32
2029,2022-06-01 17:49:27
2030,2022-06-01 17:27:57
2031,2022-06-01 17:10:10
2032,2022-06-01 09:11:53
2033,2022-06-01 08:50:26
2034,2022-06-01 08:26:10
2035,2022-06-01 08:02:35
2036,2022-06-01 07:40:25
2037,2022-06-01 07:33:02
2038,2022-05-31 20:27:28
2039,2022-05-31 20:09:56
2040,2022-05-31 19:14:31
2041,2022-05-31 19:12:51
2042,2022-05-31 14:30:13
2043,2022-05-31 14:29:39
2044,2022-05-31 12:09:52
2045,2022-05-31 09:39:10
2046,2022-05-31 08:47:14
2047,2022-05-31 08:38:18
2048,2022-05-30 19:53:28
2049,2022-05-30 19:33:04
2050,2022-05-30 19:31:46
2051,2022-05-30 19:14:38
2052,2022-05-30 18:53:19
2053,2022-05-30 18:52:04
2054,2022-05-30 14:46:51
2055,2022-05-30 14:09:49
2056,2022-05-30 13:35:32
2057,2022-05-30 07:21:18
2058,2022-05-30 07:09:48
2059,2022-05-29 20:03:56
2060,2022-05-29 19:47:39
2061,2022-05-29 18:32:35
2062,2022-05-29 17:50:12
2063,2022-05-29 17:14:48
2064,2022-05-29 16:34:02
2065,2022-05-29 15:36:25
2066,2022-05-29 15:28:14
2067,2022-05-29 11:32:30
2068,2022-05-29 11:11:16
2069,2022-05-29 11:05:23
2070,2022-05-29 06:56:06
2071,2022-05-29 05:40:34
2072,2022-05-28 20:08:56
2073,2022-05-28 20:08:06
2074,2022-05-28 19:44:35
2075,2022-05-28 19:44:26
2076,2022-05-28 17:04:02
2077,2022-05-28 16:42:00
2078,2022-05-28 16:38:38
2079,2022-05-28 16:38:16
2080,2022-05-28 16:01:42
2081,2022-05-28 15:36:52
2082,2022-05-28 15:12:13
2083,2022-05-28 14:51:34
2084,2022-05-28 10:06:41
2085,2022-05-28 09:44:59
2086,2022-05-28 09:23:39
2087,2022-05-28 09:01:34
2088,2022-05-28 08:25:44
2089,2022-05-28 07:46:49
2090,2022-05-28 07:37:07
2091,2022-05-27 18:18:36
2092,2022-05-27 17:56:56
2093,2022-05-27 17:35:34
2094,2022-05-27 17:31:53
2095,2022-05-27 05:21:23
2096,2022-05-27 05:04:17
2097,2022-05-26 18:55:01
2098,2022-05-26 18:29:17
2099,2022-05-26 18:21:10
2100,2022-05-26 17:56:11
2101,2022-05-26 17:28:05
2102,2022-05-26 07:01:46
2103,2022-05-26 06:40:23
2104,2022-05-25 19:24:18
2105,2022-05-25 17:12:30
2106,2022-05-25 16:51:11
2107,2022-05-25 16:36:24
2108,2022-05-25 16:09:34
2109,2022-05-25 16:09:21
2110,2022-05-25 10:18:17
2111,2022-05-25 09:58:38
2112,2022-05-25 09:37:07
2113,2022-05-25 09:12:42
2114,2022-05-25 08:50:47
2115,2022-05-25 06:46:08
2116,2022-05-25 06:41:59
2117,2022-05-24 20:26:32
2118,2022-05-24 20:26:22
2119,2022-05-24 18:07:00
2120,2022-05-24 10:46:09
2121,2022-05-24 10:21:39
2122,2022-05-24 10:00:10
2123,2022-05-24 08:31:39
2124,2022-05-24 07:38:52
2125,2022-05-24 07:20:32
2126,2022-05-23 21:03:11
2127,2022-05-23 20:37:13
2128,2022-05-23 20:32:11
2129,2022-05-23 13:53:41
2130,2022-05-23 13:32:43
2131,2022-05-23 13:32:33
2132,2022-05-23 13:06:40
2133,2022-05-23 12:45:20
2134,2022-05-23 12:24:10
2135,2022-05-23 12:02:58
2136,2022-05-23 12:02:18
2137,2022-05-23 08:58:07
2138,2022-05-23 08:50:38
2139,2022-05-23 08:15:24
2140,2022-05-23 07:54:16
2141,2022-05-23 07:31:11
2142,2022-05-23 07:09:58
2143,2022-05-23 06:42:28
2144,2022-05-23 06:42:22
2145,2022-05-23 06:03:31
2146,2022-05-23 05:41:08
2147,2022-05-23 05:35:07
2148,2022-05-23 05:34:20
2149,2022-05-22 19:17:23
2150,2022-05-22 18:54:02
2151,2022-05-22 18:32:42
2152,2022-05-22 12:18:36
2153,2022-05-22 12:01:19
2154,2022-05-22 12:01:10
2155,2022-05-22 09:33:51
2156,2022-05-22 08:55:28
2157,2022-05-22 08:54:05
2158,2022-05-21 18:59:08
2159,2022-05-21 18:42:36
2160,2022-05-21 18:21:11
2161,2022-05-21 17:52:54
2162,2022-05-21 17:31:18
2163,2023-10-22 23:42:15
2164,2023-10-22 22:49:10
2165,2023-10-22 20:47:13
2166,2023-10-22 20:13:07
2167,2023-10-19 06:23:39
2168,2023-10-19 05:16:00
2169,2023-10-19 05:09:49
2170,2023-10-15 21:30:48
2171,2023-10-15 20:03:32
2172,2023-10-14 05:25:09
2173,2023-10-14 05:24:58
2174,2023-10-13 18:43:07
2175,2023-10-13 18:42:55
2176,2023-10-13 04:53:59
2177,2023-10-13 04:50:36
2178,2023-10-13 04:08:23
2179,2023-10-13 04:08:11
2180,2023-10-11 20:40:11
2181,2023-10-10 22:50:07
2182,2023-10-10 04:18:29
2183,2023-10-10 00:55:12
2184,2023-10-08 18:44:43
2185,2023-10-08 17:20:37
2186,2023-10-08 08:30:00
2187,2023-10-08 07:30:05
2188,2023-10-08 07:30:01
2189,2023-10-07 08:32:44
2190,2023-10-07 04:41:40
2191,2023-10-07 03:45:31
2192,2023-10-07 01:56:58
2193,2023-10-06 06:57:30
2194,2023-10-06 05:17:45
2195,2023-10-06 04:28:14
2196,2023-10-06 04:13:14
2197,2023-10-06 02:39:04
2198,2023-10-06 01:45:28
2199,2023-10-06 01:25:06
2200,2023-10-05 23:59:56
2201,2023-10-05 23:35:53
2202,2023-10-05 22:13:27
2203,2023-10-05 21:21:30
2204,2023-10-05 20:05:39
2205,2023-10-05 19:11:53
2206,2023-10-05 18:19:12
2207,2023-10-05 18:18:58
2208,2023-10-05 18:18:36
2209,2023-10-05 18:18:27
2210,2023-10-04 07:48:46
2211,2023-10-04 06:56:48
2212,2023-10-04 05:16:03
2213,2023-10-04 03:50:43
2214,2023-10-04 03:50:37
2215,2023-10-01 21:19:12
2216,2023-10-01 19:44:23
2217,2023-10-01 19:18:45
2218,2023-10-01 06:15:05
2219,2023-09-30 21:15:36
2220,2023-09-25 20:13:29
2221,2023-09-25 05:01:28
2222,2023-09-25 03:53:10
2223,2023-09-25 01:12:18
2224,2023-09-25 01:11:38
2225,2023-09-24 23:35:14
2226,2023-09-24 23:20:35
2227,2023-09-24 21:09:21
2228,2023-09-24 18:44:57
2229,2023-09-23 06:56:09
2230,2023-09-23 06:07:24
2231,2023-09-23 05:16:14
2232,2023-09-23 05:15:59
2233,2023-09-21 23:26:07
2234,2023-09-21 22:33:07
2235,2023-09-21 22:24:15
2236,2023-09-21 22:24:00
2237,2023-09-20 19:02:08
2238,2023-09-19 05:34:57
2239,2023-09-19 05:34:37
2240,2023-09-18 03:30:25
2241,2023-09-18 00:28:08
2242,2023-09-17 23:26:49
2243,2023-09-17 21:02:34
2244,2023-09-17 20:17:57
2245,2023-09-14 21:02:46
2246,2023-09-14 21:00:43
2247,2023-09-12 21:10:35
2248,2023-09-12 20:12:00
2249,2023-09-12 20:11:39
2250,2023-09-10 08:31:15
2251,2023-09-02 20:19:28
2252,2023-09-02 20:17:48
2253,2023-09-02 20:17:34
2254,2023-08-25 20:50:34
2255,2023-08-25 20:39:48
2256,2023-08-25 20:36:55
2257,2023-08-25 20:35:47
2258,2023-08-25 20:35:07
2259,2023-08-22 15:09:06
2260,2023-08-22 14:11:09
2261,2023-08-22 10:23:39
2262,2023-08-20 22:48:41
2263,2023-08-20 21:33:43
2264,2023-08-20 02:02:26
2265,2023-08-20 01:19:23
2266,2023-08-20 00:44:34
2267,2023-08-19 10:47:18
2268,2023-08-19 00:44:02
2269,2023-08-18 23:54:37
2270,2023-08-18 22:46:50
2271,2023-08-18 21:38:13
2272,2023-08-18 20:41:42
2273,2023-08-18 19:53:55
2274,2023-08-18 19:25:59
2275,2023-08-18 18:38:19
2276,2023-08-18 15:24:34
2277,2023-08-18 14:41:51
2278,2023-08-18 14:40:50
2279,2023-08-18 14:40:32
2280,2023-08-09 15:17:28
2281,2023-08-09 14:53:38
2282,2023-08-09 14:10:46
2283,2023-08-08 15:00:43
2284,2023-08-07 20:01:54
2285,2023-08-07 18:47:52
2286,2023-08-07 16:42:10
2287,2023-08-07 15:55:17
2288,2023-08-07 01:03:19
2289,2023-08-05 01:25:18
2290,2023-08-04 23:59:31
2291,2023-08-04 23:09:15
2292,2023-08-04 22:17:21
2293,2023-08-04 01:04:53
2294,2023-08-04 00:05:29
2295,2023-08-03 22:47:52
2296,2023-08-03 21:20:08
2297,2023-08-03 21:15:12
2298,2023-08-03 13:52:04
2299,2023-08-03 12:54:03
2300,2023-08-03 12:53:31
2301,2023-07-27 14:14:42
2302,2023-07-24 09:22:47
2303,2023-07-24 09:21:07
2304,2023-07-22 22:01:31
2305,2023-07-22 21:05:06
2306,2023-07-22 21:04:32
2307,2023-07-20 09:31:46
2308,2023-07-20 08:44:00
2309,2023-07-20 07:36:07
2310,2023-07-20 07:32:13
2311,2023-07-20 06:16:48
2312,2023-07-20 05:09:42
2313,2023-07-20 04:01:57
2314,2023-07-20 02:05:37
2315,2023-07-20 01:15:44
2316,2023-07-20 01:15:41
2317,2023-07-20 01:15:00
2318,2023-07-20 01:00:41
2319,2023-07-13 02:21:58
2320,2023-07-13 02:20:44
2321,2023-07-13 02:19:50
2322,2023-06-05 03:24:06
2323,2023-05-29 23:47:26
2324,2023-05-29 23:47:14
2325,2023-05-29 23:07:12
2326,2023-05-29 22:42:40
2327,2023-05-29 17:43:45
2328,2023-05-29 17:23:37
2329,2023-05-29 08:29:55
2330,2023-05-29 07:57:53
2331,2023-05-29 07:55:07
2332,2023-05-29 04:39:04
2333,2023-05-29 01:40:19
2334,2023-05-29 00:15:05
2335,2023-05-28 23:45:33
2336,2023-05-28 23:14:38
2337,2023-05-28 22:38:50
2338,2023-05-28 21:39:39
2339,2023-05-28 17:49:28
2340,2023-05-28 17:36:24
2341,2023-05-28 08:46:51
2342,2023-05-28 08:18:57
2343,2023-05-28 08:10:35
2344,2023-05-28 08:10:26
2345,2023-05-28 08:10:13
2346,2023-05-26 22:00:01
2347,2023-05-26 17:54:44
2348,2023-05-26 17:33:26
2349,2023-05-26 17:22:30
2350,2023-05-26 17:22:23
2351,2023-05-26 17:22:07
2352,2023-05-26 17:21:41
2353,2023-05-26 17:21:07
2354,2023-05-26 17:19:09
2355,2023-05-26 16:05:30
2356,2023-05-26 06:03:04
2357,2023-05-26 06:01:56
2358,2023-05-25 19:42:54
2359,2023-05-25 19:42:43
2360,2023-05-25 08:23:23
2361,2023-05-25 08:23:03
2362,2023-05-25 08:22:55
2363,2023-05-25 08:22:14
2364,2023-05-25 08:22:01
2365,2023-05-25 08:21:49
2366,2023-05-25 08:21:42
2367,2023-05-25 07:57:31
2368,2023-05-24 23:48:23
2369,2023-05-24 17:07:45
2370,2023-05-24 17:07:13
2371,2023-05-24 08:59:37
2372,2023-05-24 08:41:27
2373,2023-05-23 19:19:50
2374,2023-05-23 19:18:36
2375,2023-05-23 09:35:41
2376,2023-05-23 00:07:10
2377,2023-05-23 00:06:59
2378,2023-05-23 00:06:18
2379,2023-05-23 00:01:29
2380,2023-05-22 23:24:16
2381,2023-05-22 23:24:06
2382,2023-05-22 22:10:02
2383,2023-05-22 16:49:55
2384,2023-05-22 06:56:25
2385,2023-05-22 06:51:44
2386,2023-05-22 06:40:29
2387,2023-05-22 00:06:42
2388,2023-05-21 23:16:49
2389,2023-05-21 06:42:31
2390,2023-05-21 05:52:52
2391,2023-05-20 09:14:58
2392,2023-05-20 08:26:52
2393,2023-05-20 08:08:02
2394,2023-05-20 08:07:53
2395,2023-05-20 08:07:32
2396,2023-05-20 08:07:25
2397,2023-05-20 08:05:48
2398,2023-05-20 08:05:12
2399,2023-05-16 23:44:07
2400,2023-05-16 23:39:23
2401,2023-05-16 19:47:57
2402,2023-05-13 21:20:17
2403,2023-05-10 09:32:01
2404,2023-05-09 06:36:57
2405,2023-05-09 05:39:08
2406,2023-05-08 08:26:54
2407,2023-05-08 08:12:37
2408,2023-05-08 02:51:26
2409,2023-05-07 23:35:02
2410,2023-05-07 23:34:52
2411,2023-05-07 22:08:54
2412,2023-05-07 21:59:20
2413,2023-05-07 21:59:05
2414,2023-05-07 21:58:57
2415,2023-05-07 21:58:19
2416,2023-05-07 21:57:44
2417,2023-05-07 21:57:26
2418,2023-05-07 21:56:58
2419,2023-05-07 21:56:39
2420,2023-05-07 21:56:32
2421,2023-05-07 21:56:15
2422,2023-05-07 21:50:58
2423,2023-05-07 20:03:14
2424,2023-05-07 19:28:38
2425,2023-05-07 19:28:32
2426,2023-05-07 19:14:59
2427,2023-05-07 17:42:45
2428,2023-05-07 17:06:29
2429,2023-05-07 17:06:09
2430,2023-05-07 16:58:47
2431,2023-05-07 16:14:25
2432,2023-05-07 16:03:33
2433,2023-05-07 14:54:52
2434,2023-05-07 04:28:17
2435,2023-04-25 05:42:53
2436,2023-03-26 03:59:24
2437,2023-03-26 03:59:12
2438,2023-03-21 05:32:02
2439,2023-03-21 05:31:41
2440,2023-03-21 05:31:28
2441,2023-03-21 05:31:16
2442,2023-03-21 05:29:29
2443,2023-03-05 09:53:17
2444,2023-03-05 08:15:35
2445,2023-03-05 06:58:53
2446,2023-03-05 06:58:31
2447,2023-02-28 22:38:41
2448,2023-02-28 21:17:03
2449,2023-02-20 01:00:19
2450,2023-02-20 00:59:58
2451,2023-02-12 21:12:42
2452,2023-02-12 20:46:37
2453,2023-02-12 20:46:27
2454,2023-02-11 04:57:05
2455,2023-02-11 00:57:58
2456,2023-02-11 00:10:57
2457,2023-02-11 00:10:36
2458,2023-02-10 02:06:29
2459,2023-02-10 02:06:21
2460,2023-02-08 08:11:17
2461,2023-02-08 08:11:07
2462,2023-02-08 08:09:46
2463,2023-02-08 07:49:39
2464,2023-02-08 04:16:27
2465,2023-02-08 00:00:11
2466,2023-02-07 23:28:52
2467,2023-02-07 21:24:07
2468,2023-02-07 21:23:53
2469,2023-02-06 07:59:32
2470,2023-02-06 07:16:15
2471,2023-02-06 05:28:55
2472,2023-02-06 03:37:00
2473,2023-02-05 23:54:12
2474,2023-02-05 23:53:44
2475,2023-01-31 21:25:41
2476,2023-01-31 21:25:13
2477,2023-01-23 01:34:24
2478,2023-01-18 05:12:54
2479,2023-01-18 05:11:15
2480,2023-01-07 00:13:18
2481,2023-01-07 00:09:54
2482,2023-01-03 06:38:17
2483,2023-01-02 18:10:54
2484,2023-01-02 17:01:53
2485,2023-01-02 16:55:39
2486,2023-01-02 16:38:37
2487,2023-01-02 08:31:33
2488,2022-12-31 10:47:14
2489,2022-12-30 23:45:21
2490,2022-12-28 12:13:17
2491,2022-12-27 06:20:42
2492,2022-12-24 22:50:40
2493,2022-12-24 12:34:13
2494,2022-12-23 17:44:57
2495,2022-12-23 17:44:04
2496,2022-12-23 13:31:16
2497,2022-12-23 12:26:27
2498,2022-12-23 10:58:20
2499,2022-12-22 17:34:52
2500,2022-12-12 06:24:08
2501,2022-12-12 06:24:08
2502,2022-12-12 06:23:57
2503,2022-12-12 02:38:42
2504,2022-12-12 01:19:59
2505,2022-12-12 01:15:38
2506,2022-12-12 01:15:08
2507,2022-12-11 21:31:21
2508,2022-12-08 01:36:53
2509,2022-12-03 03:40:27
2510,2022-12-03 03:40:19
2511,2022-12-03 03:38:28
2512,2022-12-02 07:34:45
2513,2022-12-02 07:34:26
2514,2022-12-01 08:39:47
2515,2022-12-01 08:06:54
2516,2022-11-28 08:11:46
2517,2022-11-27 04:55:27
2518,2022-11-26 19:57:57
2519,2022-11-26 19:48:54
2520,2022-11-26 09:51:00
2521,2022-11-26 08:39:01
2522,2022-11-26 07:15:47
2523,2022-11-26 06:42:34
2524,2022-11-26 06:41:53
2525,2022-11-26 06:41:47
2526,2022-11-26 06:41:11
2527,2022-11-26 06:41:06
2528,2022-11-22 06:52:34
2529,2022-11-22 06:52:10
2530,2022-11-22 06:40:17
2531,2022-11-22 06:30:47
2532,2022-11-22 06:30:35
2533,2022-11-20 08:29:44
2534,2022-11-20 08:05:52
2535,2022-11-20 07:39:15
2536,2022-11-20 07:39:05
2537,2022-11-20 07:38:11
2538,2022-11-20 07:37:48
2539,2022-11-20 07:37:37
2540,2022-11-20 07:37:18
2541,2022-11-20 07:36:38
2542,2022-11-20 07:35:36
2543,2022-11-20 07:35:13
2544,2022-11-20 07:35:07
2545,2022-11-20 07:34:30
2546,2022-11-05 21:25:31
2547,2022-11-05 20:08:41
2548,2022-11-05 19:21:20
2549,2022-11-05 08:56:45
2550,2022-11-05 07:27:05
2551,2022-11-05 05:29:52
2552,2022-11-05 05:29:39
2553,2022-11-05 05:27:10
2554,2022-11-05 05:25:52
2555,2022-11-05 05:21:49
2556,2022-11-05 00:36:00
2557,2022-11-04 23:33:23
2558,2022-11-04 22:05:06
2559,2022-11-04 20:48:51
2560,2022-11-04 20:19:34
2561,2022-11-04 09:33:46
2562,2022-11-04 08:39:48
2563,2022-11-04 07:51:07
2564,2022-11-04 06:15:52
2565,2022-11-04 05:11:18
2566,2022-11-04 03:25:15
2567,2022-11-03 03:35:09
2568,2022-11-03 03:34:18
2569,2022-11-02 06:39:38
2570,2022-11-02 06:37:42
2571,2022-11-02 06:37:18
2572,2022-10-22 05:01:47
2573,2022-10-22 05:01:04
2574,2022-10-22 05:00:13
2575,2022-10-22 04:59:50
2576,2022-10-22 04:59:42
2577,2022-10-22 04:59:33
2578,2022-10-22 04:59:24
2579,2022-10-22 04:43:23
2580,2022-10-15 05:41:58
2581,2022-10-15 05:08:27
2582,2022-10-08 10:56:41
2583,2022-10-05 08:20:19
2584,2022-10-05 07:47:33
2585,2022-10-05 07:06:06
2586,2022-10-05 06:51:21
2587,2022-10-05 06:51:08
2588,2022-10-04 02:00:12
2589,2022-10-03 03:55:09
2590,2022-10-03 03:52:46
2591,2022-09-28 12:04:30
2592,2022-09-25 20:37:35
2593,2022-09-25 20:37:25
2594,2022-09-25 20:34:40
2595,2022-09-25 20:26:36
2596,2022-09-17 09:23:25
2597,2022-09-16 00:45:54
2598,2022-09-16 00:45:54
2599,2022-09-16 00:45:35
2600,2022-09-16 00:45:26
2601,2022-09-13 18:31:06
2602,2022-09-13 18:29:13
2603,2022-09-12 19:41:58
2604,2022-09-12 18:38:47
2605,2022-09-12 18:37:56
2606,2022-09-10 19:51:02
2607,2022-09-10 19:24:41
2608,2022-09-10 19:24:22
2609,2022-09-07 22:15:43
2610,2022-09-07 22:15:26
2611,2022-09-07 22:15:12
2612,2022-09-07 22:14:49
2613,2022-09-07 22:14:07
2614,2022-08-28 22:49:32
2615,2022-08-28 22:46:48
2616,2022-08-28 22:46:15
2617,2022-08-28 22:46:03
2618,2022-08-28 22:45:23
2619,2022-08-23 05:15:57
2620,2022-08-21 23:11:27
2621,2022-08-20 21:54:14
2622,2022-08-20 21:16:13
2623,2022-08-20 21:15:32
2624,2022-08-20 21:14:56
2625,2022-08-19 20:05:52
2626,2022-08-08 00:18:09
2627,2022-08-01 07:06:20
2628,2022-08-01 07:05:26
2629,2022-08-01 07:05:24
2630,2022-08-01 06:53:28
2631,2022-08-01 06:12:32
2632,2022-08-01 04:06:44
2633,2022-08-01 03:41:29
2634,2022-07-31 23:05:31
2635,2022-07-31 23:05:06
2636,2022-07-31 05:05:39
2637,2022-07-30 08:03:18
2638,2022-07-30 08:02:18
2639,2022-07-30 08:01:38
2640,2022-07-29 04:40:10
2641,2022-07-29 04:39:36
2642,2022-07-29 04:38:47
2643,2022-07-29 04:38:32
2644,2022-07-29 04:37:37
2645,2022-07-28 07:38:33
2646,2022-07-28 05:36:40
2647,2022-07-28 04:44:26
2648,2022-07-28 03:40:36
2649,2022-07-28 01:06:27
2650,2022-07-27 23:39:32
2651,2022-07-27 22:30:02
2652,2022-07-27 09:39:35
2653,2022-07-27 08:42:42
2654,2022-07-27 08:34:28
2655,2022-07-27 07:37:39
2656,2022-07-27 04:13:06
2657,2022-07-27 03:12:57
2658,2022-07-27 03:12:45
2659,2022-07-27 00:53:25
2660,2022-07-26 04:21:33
2661,2022-07-26 01:39:25
2662,2022-07-26 01:39:07
2663,2022-07-24 21:31:20
2664,2022-07-24 21:09:19
2665,2022-07-24 01:44:38
2666,2022-07-24 00:39:38
2667,2022-07-24 00:16:12
2668,2022-07-23 00:33:59
2669,2022-07-23 00:33:52
2670,2022-07-23 00:33:46
2671,2022-07-17 04:26:43
2672,2022-07-15 02:51:10
2673,2022-07-15 02:51:03
2674,2022-07-15 02:50:30
2675,2022-07-04 23:22:11
2676,2022-07-04 23:22:11
2677,2022-07-04 22:21:28
2678,2022-07-04 21:49:03
2679,2022-07-04 21:01:34
2680,2022-07-04 21:01:14
2681,2022-07-04 06:40:49
2682,2022-07-04 03:25:58
2683,2022-07-04 03:17:55
